location	variant	date	sequences
Kentucky	22E	2023-01-07	1
Louisiana	22E	2023-01-07	6
Maine	22E	2023-01-07	1
Maryland	22E	2023-01-07	17
Massachusetts	22E	2023-01-07	15
Michigan	22E	2023-01-07	27
Minnesota	22E	2023-01-07	16
Missouri	22E	2023-01-07	3
Montana	22E	2023-01-07	2
Nebraska	22E	2023-01-07	1
Nevada	22E	2023-01-07	9
New Jersey	22E	2023-01-07	19
New Mexico	22E	2023-01-07	9
New York	22E	2023-01-07	35
North Carolina	22E	2023-01-07	44
Ohio	22E	2023-01-07	3
Oklahoma	22E	2023-01-07	8
Oregon	22E	2023-01-07	13
Pennsylvania	22E	2023-01-07	48
Rhode Island	22E	2023-01-07	10
South Carolina	22E	2023-01-07	8
South Dakota	22E	2023-01-07	2
Tennessee	22E	2023-01-07	13
Texas	22E	2023-01-07	125
Utah	22E	2023-01-07	23
Vermont	22E	2023-01-07	3
Virginia	22E	2023-01-07	48
Washington	22E	2023-01-07	58
Washington DC	22E	2023-01-07	3
West Virginia	22E	2023-01-07	2
Wisconsin	22E	2023-01-07	26
Alaska	22E	2023-01-08	4
Arizona	22E	2023-01-08	10
Arkansas	22E	2023-01-08	6
California	22E	2023-01-08	212
Colorado	22E	2023-01-08	13
Connecticut	22E	2023-01-08	10
Delaware	22E	2023-01-08	2
Florida	22E	2023-01-08	3
Georgia	22E	2023-01-08	5
Hawaii	22E	2023-01-08	13
Illinois	22E	2023-01-08	41
Indiana	22E	2023-01-08	9
Iowa	22E	2023-01-08	5
Kentucky	22E	2023-01-08	4
Louisiana	22E	2023-01-08	6
Maine	22E	2023-01-08	3
Maryland	22E	2023-01-08	15
Massachusetts	22E	2023-01-08	21
Michigan	22E	2023-01-08	25
Minnesota	22E	2023-01-08	12
Mississippi	22E	2023-01-08	2
Missouri	22E	2023-01-08	1
Nebraska	22E	2023-01-08	2
Nevada	22E	2023-01-08	10
New Jersey	22E	2023-01-08	23
New Mexico	22E	2023-01-08	6
New York	22E	2023-01-08	20
North Carolina	22E	2023-01-08	41
Ohio	22E	2023-01-08	4
Oklahoma	22E	2023-01-08	3
Oregon	22E	2023-01-08	7
Pennsylvania	22E	2023-01-08	23
Puerto Rico	22E	2023-01-08	3
Rhode Island	22E	2023-01-08	6
South Carolina	22E	2023-01-08	12
South Dakota	22E	2023-01-08	1
Tennessee	22E	2023-01-08	13
Texas	22E	2023-01-08	105
Utah	22E	2023-01-08	15
Vermont	22E	2023-01-08	1
Virginia	22E	2023-01-08	22
Washington	22E	2023-01-08	26
Washington DC	22E	2023-01-08	3
West Virginia	22E	2023-01-08	3
Wisconsin	22E	2023-01-08	7
Alabama	22E	2023-01-09	6
Alaska	22E	2023-01-09	9
Arizona	22E	2023-01-09	31
Arkansas	22E	2023-01-09	12
California	22E	2023-01-09	378
Colorado	22E	2023-01-09	22
Connecticut	22E	2023-01-09	6
Delaware	22E	2023-01-09	5
Florida	22E	2023-01-09	28
Georgia	22E	2023-01-09	28
Hawaii	22E	2023-01-09	28
Idaho	22E	2023-01-09	4
Illinois	22E	2023-01-09	52
Indiana	22E	2023-01-09	12
Iowa	22E	2023-01-09	8
Kansas	22E	2023-01-09	6
Kentucky	22E	2023-01-09	1
Louisiana	22E	2023-01-09	22
Maryland	22E	2023-01-09	24
Massachusetts	22E	2023-01-09	19
Michigan	22E	2023-01-09	53
Minnesota	22E	2023-01-09	21
Mississippi	22E	2023-01-09	5
Missouri	22E	2023-01-09	14
Nebraska	22E	2023-01-09	7
Nevada	22E	2023-01-09	11
New Hampshire	22E	2023-01-09	2
New Jersey	22E	2023-01-09	39
New Mexico	22E	2023-01-09	16
New York	22E	2023-01-09	63
North Carolina	22E	2023-01-09	82
North Dakota	22E	2023-01-09	7
Ohio	22E	2023-01-09	10
Oklahoma	22E	2023-01-09	11
Oregon	22E	2023-01-09	14
Pennsylvania	22E	2023-01-09	40
Puerto Rico	22E	2023-01-09	27
Rhode Island	22E	2023-01-09	6
South Carolina	22E	2023-01-09	33
Tennessee	22E	2023-01-09	18
Texas	22E	2023-01-09	159
USA	22E	2023-01-09	3
Utah	22E	2023-01-09	39
Vermont	22E	2023-01-09	2
Virginia	22E	2023-01-09	30
Washington	22E	2023-01-09	90
Washington DC	22E	2023-01-09	3
West Virginia	22E	2023-01-09	2
Wisconsin	22E	2023-01-09	26
Alabama	22E	2023-01-10	7
Alaska	22E	2023-01-10	9
Arizona	22E	2023-01-10	26
Arkansas	22E	2023-01-10	22
California	22E	2023-01-10	354
Colorado	22E	2023-01-10	21
Connecticut	22E	2023-01-10	8
Delaware	22E	2023-01-10	3
Florida	22E	2023-01-10	34
Georgia	22E	2023-01-10	15
Hawaii	22E	2023-01-10	17
Idaho	22E	2023-01-10	3
Illinois	22E	2023-01-10	72
Indiana	22E	2023-01-10	12
Iowa	22E	2023-01-10	4
Kansas	22E	2023-01-10	3
Kentucky	22E	2023-01-10	4
Louisiana	22E	2023-01-10	48
Maryland	22E	2023-01-10	24
Massachusetts	22E	2023-01-10	13
Michigan	22E	2023-01-10	54
Minnesota	22E	2023-01-10	32
Mississippi	22E	2023-01-10	6
Missouri	22E	2023-01-10	12
Nebraska	22E	2023-01-10	7
Nevada	22E	2023-01-10	15
New Hampshire	22E	2023-01-10	4
New Jersey	22E	2023-01-10	19
New Mexico	22E	2023-01-10	17
New York	22E	2023-01-10	28
North Carolina	22E	2023-01-10	73
North Dakota	22E	2023-01-10	2
Ohio	22E	2023-01-10	11
Oklahoma	22E	2023-01-10	11
Oregon	22E	2023-01-10	10
Pennsylvania	22E	2023-01-10	12
Puerto Rico	22E	2023-01-10	18
Rhode Island	22E	2023-01-10	1
South Carolina	22E	2023-01-10	4
Tennessee	22E	2023-01-10	21
Texas	22E	2023-01-10	154
USA	22E	2023-01-10	2
Utah	22E	2023-01-10	31
Vermont	22E	2023-01-10	1
Virginia	22E	2023-01-10	46
Washington	22E	2023-01-10	78
Washington DC	22E	2023-01-10	2
West Virginia	22E	2023-01-10	2
Wisconsin	22E	2023-01-10	23
Alabama	22E	2023-01-11	1
Alaska	22E	2023-01-11	6
Arizona	22E	2023-01-11	20
Arkansas	22E	2023-01-11	16
California	22E	2023-01-11	374
Colorado	22E	2023-01-11	17
Connecticut	22E	2023-01-11	7
Delaware	22E	2023-01-11	5
Florida	22E	2023-01-11	37
Georgia	22E	2023-01-11	13
Hawaii	22E	2023-01-11	13
Idaho	22E	2023-01-11	4
Illinois	22E	2023-01-11	65
Indiana	22E	2023-01-11	6
Iowa	22E	2023-01-11	5
Kansas	22E	2023-01-11	12
Kentucky	22E	2023-01-11	3
Louisiana	22E	2023-01-11	29
Maryland	22E	2023-01-11	22
Massachusetts	22E	2023-01-11	10
Michigan	22E	2023-01-11	34
Minnesota	22E	2023-01-11	18
Mississippi	22E	2023-01-11	8
Missouri	22E	2023-01-11	4
Montana	22E	2023-01-11	3
Nebraska	22E	2023-01-11	8
Nevada	22E	2023-01-11	19
New Jersey	22E	2023-01-11	6
New Mexico	22E	2023-01-11	17
New York	22E	2023-01-11	38
North Carolina	22E	2023-01-11	99
North Dakota	22E	2023-01-11	1
Ohio	22E	2023-01-11	8
Oklahoma	22E	2023-01-11	15
Oregon	22E	2023-01-11	7
Pennsylvania	22E	2023-01-11	23
Puerto Rico	22E	2023-01-11	23
Rhode Island	22E	2023-01-11	4
South Carolina	22E	2023-01-11	8
South Dakota	22E	2023-01-11	2
Tennessee	22E	2023-01-11	27
Texas	22E	2023-01-11	164
USA	22E	2023-01-11	7
Utah	22E	2023-01-11	33
Vermont	22E	2023-01-11	1
Virginia	22E	2023-01-11	33
Washington	22E	2023-01-11	54
Washington DC	22E	2023-01-11	5
West Virginia	22E	2023-01-11	1
Wisconsin	22E	2023-01-11	18
Wyoming	22E	2023-01-11	1
Alabama	22E	2023-01-12	3
Alaska	22E	2023-01-12	5
Arizona	22E	2023-01-12	10
Arkansas	22E	2023-01-12	12
California	22E	2023-01-12	316
Colorado	22E	2023-01-12	10
Connecticut	22E	2023-01-12	8
Delaware	22E	2023-01-12	3
Florida	22E	2023-01-12	38
Georgia	22E	2023-01-12	19
Hawaii	22E	2023-01-12	11
Illinois	22E	2023-01-12	62
Indiana	22E	2023-01-12	14
Iowa	22E	2023-01-12	2
Kansas	22E	2023-01-12	5
Kentucky	22E	2023-01-12	4
Louisiana	22E	2023-01-12	34
Maryland	22E	2023-01-12	21
Massachusetts	22E	2023-01-12	14
Michigan	22E	2023-01-12	29
Minnesota	22E	2023-01-12	21
Mississippi	22E	2023-01-12	6
Missouri	22E	2023-01-12	6
Nebraska	22E	2023-01-12	4
Nevada	22E	2023-01-12	7
New Hampshire	22E	2023-01-12	2
New Jersey	22E	2023-01-12	8
New Mexico	22E	2023-01-12	11
New York	22E	2023-01-12	41
North Carolina	22E	2023-01-12	56
North Dakota	22E	2023-01-12	5
Ohio	22E	2023-01-12	12
Oklahoma	22E	2023-01-12	2
Oregon	22E	2023-01-12	6
Pennsylvania	22E	2023-01-12	24
Puerto Rico	22E	2023-01-12	38
South Carolina	22E	2023-01-12	17
South Dakota	22E	2023-01-12	2
Tennessee	22E	2023-01-12	15
Texas	22E	2023-01-12	140
USA	22E	2023-01-12	5
Utah	22E	2023-01-12	28
Vermont	22E	2023-01-12	2
Virginia	22E	2023-01-12	40
Washington	22E	2023-01-12	40
Washington DC	22E	2023-01-12	1
West Virginia	22E	2023-01-12	2
Wisconsin	22E	2023-01-12	20
Alaska	22E	2023-01-13	4
Arizona	22E	2023-01-13	7
Arkansas	22E	2023-01-13	6
California	22E	2023-01-13	239
Colorado	22E	2023-01-13	18
Connecticut	22E	2023-01-13	9
Delaware	22E	2023-01-13	3
Florida	22E	2023-01-13	56
Georgia	22E	2023-01-13	42
Hawaii	22E	2023-01-13	16
Idaho	22E	2023-01-13	3
Illinois	22E	2023-01-13	46
Indiana	22E	2023-01-13	8
Iowa	22E	2023-01-13	9
Kansas	22E	2023-01-13	4
Kentucky	22E	2023-01-13	7
Louisiana	22E	2023-01-13	19
Maine	22E	2023-01-13	1
Maryland	22E	2023-01-13	22
Massachusetts	22E	2023-01-13	21
Michigan	22E	2023-01-13	37
Minnesota	22E	2023-01-13	23
Mississippi	22E	2023-01-13	6
Missouri	22E	2023-01-13	8
Nebraska	22E	2023-01-13	4
Nevada	22E	2023-01-13	13
New Hampshire	22E	2023-01-13	1
New Jersey	22E	2023-01-13	20
New Mexico	22E	2023-01-13	15
New York	22E	2023-01-13	43
North Carolina	22E	2023-01-13	63
North Dakota	22E	2023-01-13	2
Ohio	22E	2023-01-13	4
Oklahoma	22E	2023-01-13	4
Oregon	22E	2023-01-13	13
Pennsylvania	22E	2023-01-13	23
Puerto Rico	22E	2023-01-13	15
Rhode Island	22E	2023-01-13	1
South Carolina	22E	2023-01-13	24
Tennessee	22E	2023-01-13	22
Texas	22E	2023-01-13	113
USA	22E	2023-01-13	1
Utah	22E	2023-01-13	12
Virginia	22E	2023-01-13	30
Washington	22E	2023-01-13	50
Washington DC	22E	2023-01-13	4
Wisconsin	22E	2023-01-13	18
Wyoming	22E	2023-01-13	1
Alabama	22E	2023-01-14	1
Alaska	22E	2023-01-14	1
Arizona	22E	2023-01-14	4
Arkansas	22E	2023-01-14	1
California	22E	2023-01-14	144
Colorado	22E	2023-01-14	4
Connecticut	22E	2023-01-14	8
Delaware	22E	2023-01-14	2
Florida	22E	2023-01-14	28
Georgia	22E	2023-01-14	19
Hawaii	22E	2023-01-14	14
Illinois	22E	2023-01-14	34
Indiana	22E	2023-01-14	6
Iowa	22E	2023-01-14	5
Kentucky	22E	2023-01-14	1
Louisiana	22E	2023-01-14	4
Maryland	22E	2023-01-14	23
Massachusetts	22E	2023-01-14	6
Michigan	22E	2023-01-14	15
Minnesota	22E	2023-01-14	6
Mississippi	22E	2023-01-14	2
Missouri	22E	2023-01-14	6
Nebraska	22E	2023-01-14	3
Nevada	22E	2023-01-14	11
New Hampshire	22E	2023-01-14	1
New Jersey	22E	2023-01-14	15
New Mexico	22E	2023-01-14	10
New York	22E	2023-01-14	15
North Carolina	22E	2023-01-14	40
North Dakota	22E	2023-01-14	1
Ohio	22E	2023-01-14	10
Oklahoma	22E	2023-01-14	1
Oregon	22E	2023-01-14	6
Pennsylvania	22E	2023-01-14	15
Puerto Rico	22E	2023-01-14	5
Rhode Island	22E	2023-01-14	3
South Carolina	22E	2023-01-14	12
Tennessee	22E	2023-01-14	11
Texas	22E	2023-01-14	60
Utah	22E	2023-01-14	9
Virginia	22E	2023-01-14	29
Washington	22E	2023-01-14	25
Washington DC	22E	2023-01-14	1
Wisconsin	22E	2023-01-14	14
Alaska	22E	2023-01-15	3
Arizona	22E	2023-01-15	10
California	22E	2023-01-15	183
Colorado	22E	2023-01-15	12
Connecticut	22E	2023-01-15	10
Delaware	22E	2023-01-15	6
Florida	22E	2023-01-15	12
Georgia	22E	2023-01-15	16
Hawaii	22E	2023-01-15	11
Illinois	22E	2023-01-15	34
Indiana	22E	2023-01-15	7
Iowa	22E	2023-01-15	4
Kentucky	22E	2023-01-15	3
Louisiana	22E	2023-01-15	6
Maine	22E	2023-01-15	1
Maryland	22E	2023-01-15	19
Massachusetts	22E	2023-01-15	6
Michigan	22E	2023-01-15	19
Minnesota	22E	2023-01-15	9
Missouri	22E	2023-01-15	5
Nebraska	22E	2023-01-15	3
Nevada	22E	2023-01-15	6
New Jersey	22E	2023-01-15	16
New Mexico	22E	2023-01-15	3
New York	22E	2023-01-15	25
North Carolina	22E	2023-01-15	37
Ohio	22E	2023-01-15	5
Oklahoma	22E	2023-01-15	4
Oregon	22E	2023-01-15	6
Pennsylvania	22E	2023-01-15	22
Puerto Rico	22E	2023-01-15	1
Rhode Island	22E	2023-01-15	5
South Carolina	22E	2023-01-15	13
South Dakota	22E	2023-01-15	1
Tennessee	22E	2023-01-15	10
Texas	22E	2023-01-15	69
Utah	22E	2023-01-15	17
Virginia	22E	2023-01-15	15
Washington	22E	2023-01-15	19
Washington DC	22E	2023-01-15	2
West Virginia	22E	2023-01-15	2
Wisconsin	22E	2023-01-15	11
Alabama	22E	2023-01-16	1
Alaska	22E	2023-01-16	3
Arizona	22E	2023-01-16	18
Arkansas	22E	2023-01-16	2
California	22E	2023-01-16	179
Colorado	22E	2023-01-16	16
Connecticut	22E	2023-01-16	5
Delaware	22E	2023-01-16	6
Florida	22E	2023-01-16	33
Georgia	22E	2023-01-16	23
Hawaii	22E	2023-01-16	22
Illinois	22E	2023-01-16	33
Indiana	22E	2023-01-16	10
Iowa	22E	2023-01-16	7
Kansas	22E	2023-01-16	2
Kentucky	22E	2023-01-16	6
Louisiana	22E	2023-01-16	14
Maine	22E	2023-01-16	2
Maryland	22E	2023-01-16	22
Massachusetts	22E	2023-01-16	6
Michigan	22E	2023-01-16	38
Minnesota	22E	2023-01-16	19
Mississippi	22E	2023-01-16	4
Missouri	22E	2023-01-16	8
Nebraska	22E	2023-01-16	10
Nevada	22E	2023-01-16	11
New Hampshire	22E	2023-01-16	1
New Jersey	22E	2023-01-16	21
New Mexico	22E	2023-01-16	10
New York	22E	2023-01-16	52
North Carolina	22E	2023-01-16	65
North Dakota	22E	2023-01-16	3
Ohio	22E	2023-01-16	11
Oklahoma	22E	2023-01-16	10
Oregon	22E	2023-01-16	7
Pennsylvania	22E	2023-01-16	30
Puerto Rico	22E	2023-01-16	10
Rhode Island	22E	2023-01-16	2
South Carolina	22E	2023-01-16	14
South Dakota	22E	2023-01-16	1
Tennessee	22E	2023-01-16	18
Texas	22E	2023-01-16	129
USA	22E	2023-01-16	1
Utah	22E	2023-01-16	25
Vermont	22E	2023-01-16	4
Virginia	22E	2023-01-16	24
Washington	22E	2023-01-16	37
West Virginia	22E	2023-01-16	2
Wisconsin	22E	2023-01-16	19
Alaska	22E	2023-01-17	9
Arizona	22E	2023-01-17	19
Arkansas	22E	2023-01-17	12
California	22E	2023-01-17	286
Colorado	22E	2023-01-17	27
Connecticut	22E	2023-01-17	7
Delaware	22E	2023-01-17	3
Florida	22E	2023-01-17	54
Georgia	22E	2023-01-17	26
Hawaii	22E	2023-01-17	18
Idaho	22E	2023-01-17	6
Illinois	22E	2023-01-17	48
Indiana	22E	2023-01-17	12
Iowa	22E	2023-01-17	7
Kansas	22E	2023-01-17	8
Kentucky	22E	2023-01-17	5
Louisiana	22E	2023-01-17	24
Maine	22E	2023-01-17	8
Maryland	22E	2023-01-17	24
Massachusetts	22E	2023-01-17	20
Michigan	22E	2023-01-17	34
Minnesota	22E	2023-01-17	27
Mississippi	22E	2023-01-17	6
Missouri	22E	2023-01-17	16
Montana	22E	2023-01-17	4
Nebraska	22E	2023-01-17	5
Nevada	22E	2023-01-17	11
New Hampshire	22E	2023-01-17	1
New Jersey	22E	2023-01-17	16
New Mexico	22E	2023-01-17	11
New York	22E	2023-01-17	36
North Carolina	22E	2023-01-17	83
North Dakota	22E	2023-01-17	6
Ohio	22E	2023-01-17	11
Oklahoma	22E	2023-01-17	10
Oregon	22E	2023-01-17	9
Pennsylvania	22E	2023-01-17	18
Puerto Rico	22E	2023-01-17	17
Rhode Island	22E	2023-01-17	3
South Carolina	22E	2023-01-17	28
Tennessee	22E	2023-01-17	25
Texas	22E	2023-01-17	139
USA	22E	2023-01-17	4
Utah	22E	2023-01-17	28
Vermont	22E	2023-01-17	1
Virginia	22E	2023-01-17	41
Washington	22E	2023-01-17	71
Washington DC	22E	2023-01-17	3
West Virginia	22E	2023-01-17	3
Wisconsin	22E	2023-01-17	28
Alabama	22E	2023-01-18	4
Alaska	22E	2023-01-18	6
Arizona	22E	2023-01-18	9
Arkansas	22E	2023-01-18	7
California	22E	2023-01-18	234
Colorado	22E	2023-01-18	17
Connecticut	22E	2023-01-18	1
Delaware	22E	2023-01-18	1
Florida	22E	2023-01-18	45
Georgia	22E	2023-01-18	23
Hawaii	22E	2023-01-18	12
Idaho	22E	2023-01-18	1
Illinois	22E	2023-01-18	47
Indiana	22E	2023-01-18	5
Iowa	22E	2023-01-18	5
Kansas	22E	2023-01-18	4
Kentucky	22E	2023-01-18	3
Louisiana	22E	2023-01-18	17
Maine	22E	2023-01-18	6
Maryland	22E	2023-01-18	24
Massachusetts	22E	2023-01-18	5
Michigan	22E	2023-01-18	30
Minnesota	22E	2023-01-18	23
Mississippi	22E	2023-01-18	7
Missouri	22E	2023-01-18	5
Montana	22E	2023-01-18	1
Nebraska	22E	2023-01-18	6
Nevada	22E	2023-01-18	10
New Jersey	22E	2023-01-18	13
New Mexico	22E	2023-01-18	13
New York	22E	2023-01-18	33
North Carolina	22E	2023-01-18	56
North Dakota	22E	2023-01-18	2
Ohio	22E	2023-01-18	12
Oklahoma	22E	2023-01-18	8
Oregon	22E	2023-01-18	12
Pennsylvania	22E	2023-01-18	16
Puerto Rico	22E	2023-01-18	18
Rhode Island	22E	2023-01-18	4
South Carolina	22E	2023-01-18	19
Tennessee	22E	2023-01-18	21
Texas	22E	2023-01-18	104
Utah	22E	2023-01-18	20
Vermont	22E	2023-01-18	3
Virginia	22E	2023-01-18	42
Washington	22E	2023-01-18	65
Washington DC	22E	2023-01-18	2
West Virginia	22E	2023-01-18	2
Wisconsin	22E	2023-01-18	30
Alabama	22E	2023-01-19	1
Alaska	22E	2023-01-19	1
Arizona	22E	2023-01-19	7
Arkansas	22E	2023-01-19	7
California	22E	2023-01-19	155
Colorado	22E	2023-01-19	23
Connecticut	22E	2023-01-19	6
Delaware	22E	2023-01-19	1
Florida	22E	2023-01-19	16
Georgia	22E	2023-01-19	7
Hawaii	22E	2023-01-19	17
Idaho	22E	2023-01-19	1
Illinois	22E	2023-01-19	27
Indiana	22E	2023-01-19	9
Iowa	22E	2023-01-19	4
Kansas	22E	2023-01-19	2
Kentucky	22E	2023-01-19	4
Louisiana	22E	2023-01-19	8
Maryland	22E	2023-01-19	19
Massachusetts	22E	2023-01-19	9
Michigan	22E	2023-01-19	36
Minnesota	22E	2023-01-19	14
Mississippi	22E	2023-01-19	4
Missouri	22E	2023-01-19	3
Montana	22E	2023-01-19	1
Nebraska	22E	2023-01-19	4
Nevada	22E	2023-01-19	5
New Hampshire	22E	2023-01-19	1
New Jersey	22E	2023-01-19	6
New Mexico	22E	2023-01-19	18
New York	22E	2023-01-19	29
North Carolina	22E	2023-01-19	40
North Dakota	22E	2023-01-19	1
Ohio	22E	2023-01-19	7
Oklahoma	22E	2023-01-19	10
Oregon	22E	2023-01-19	16
Pennsylvania	22E	2023-01-19	7
Puerto Rico	22E	2023-01-19	16
Rhode Island	22E	2023-01-19	2
South Carolina	22E	2023-01-19	7
Tennessee	22E	2023-01-19	16
Texas	22E	2023-01-19	75
Utah	22E	2023-01-19	9
Vermont	22E	2023-01-19	6
Virginia	22E	2023-01-19	26
Washington	22E	2023-01-19	69
Washington DC	22E	2023-01-19	2
West Virginia	22E	2023-01-19	3
Wisconsin	22E	2023-01-19	21
Alabama	22E	2023-01-20	2
Alaska	22E	2023-01-20	9
Arizona	22E	2023-01-20	6
Arkansas	22E	2023-01-20	3
California	22E	2023-01-20	161
Colorado	22E	2023-01-20	12
Connecticut	22E	2023-01-20	8
Delaware	22E	2023-01-20	3
Florida	22E	2023-01-20	52
Georgia	22E	2023-01-20	11
Hawaii	22E	2023-01-20	7
Idaho	22E	2023-01-20	3
Illinois	22E	2023-01-20	51
Indiana	22E	2023-01-20	5
Iowa	22E	2023-01-20	5
Kansas	22E	2023-01-20	3
Kentucky	22E	2023-01-20	3
Louisiana	22E	2023-01-20	13
Maryland	22E	2023-01-20	20
Massachusetts	22E	2023-01-20	7
Michigan	22E	2023-01-20	38
Minnesota	22E	2023-01-20	12
Mississippi	22E	2023-01-20	7
Missouri	22E	2023-01-20	7
Nebraska	22E	2023-01-20	9
Nevada	22E	2023-01-20	5
New Jersey	22E	2023-01-20	17
New Mexico	22E	2023-01-20	10
New York	22E	2023-01-20	30
North Carolina	22E	2023-01-20	47
North Dakota	22E	2023-01-20	4
Ohio	22E	2023-01-20	12
Oklahoma	22E	2023-01-20	7
Oregon	22E	2023-01-20	13
Pennsylvania	22E	2023-01-20	11
Puerto Rico	22E	2023-01-20	2
Rhode Island	22E	2023-01-20	1
South Carolina	22E	2023-01-20	16
Tennessee	22E	2023-01-20	27
Texas	22E	2023-01-20	96
USA	22E	2023-01-20	1
Utah	22E	2023-01-20	15
Virginia	22E	2023-01-20	25
Washington	22E	2023-01-20	45
West Virginia	22E	2023-01-20	3
Wisconsin	22E	2023-01-20	20
Arizona	22E	2023-01-21	5
California	22E	2023-01-21	163
Colorado	22E	2023-01-21	11
Connecticut	22E	2023-01-21	4
Delaware	22E	2023-01-21	4
Florida	22E	2023-01-21	18
Georgia	22E	2023-01-21	17
Hawaii	22E	2023-01-21	6
Illinois	22E	2023-01-21	32
Indiana	22E	2023-01-21	7
Iowa	22E	2023-01-21	2
Kentucky	22E	2023-01-21	1
Louisiana	22E	2023-01-21	5
Maine	22E	2023-01-21	1
Maryland	22E	2023-01-21	15
Massachusetts	22E	2023-01-21	7
Michigan	22E	2023-01-21	20
Minnesota	22E	2023-01-21	8
Mississippi	22E	2023-01-21	1
Missouri	22E	2023-01-21	4
Nebraska	22E	2023-01-21	5
Nevada	22E	2023-01-21	6
New Hampshire	22E	2023-01-21	1
New Jersey	22E	2023-01-21	5
New Mexico	22E	2023-01-21	6
New York	22E	2023-01-21	20
North Carolina	22E	2023-01-21	33
Ohio	22E	2023-01-21	7
Oklahoma	22E	2023-01-21	1
Oregon	22E	2023-01-21	6
Pennsylvania	22E	2023-01-21	10
Puerto Rico	22E	2023-01-21	2
Rhode Island	22E	2023-01-21	2
South Carolina	22E	2023-01-21	13
Tennessee	22E	2023-01-21	18
Texas	22E	2023-01-21	57
Utah	22E	2023-01-21	11
Virginia	22E	2023-01-21	25
Washington	22E	2023-01-21	28
West Virginia	22E	2023-01-21	1
Wisconsin	22E	2023-01-21	12
Alaska	22E	2023-01-22	1
Arkansas	22E	2023-01-22	2
California	22E	2023-01-22	117
Colorado	22E	2023-01-22	11
Connecticut	22E	2023-01-22	9
Delaware	22E	2023-01-22	2
Florida	22E	2023-01-22	16
Georgia	22E	2023-01-22	13
Hawaii	22E	2023-01-22	5
Illinois	22E	2023-01-22	20
Indiana	22E	2023-01-22	5
Iowa	22E	2023-01-22	1
Kansas	22E	2023-01-22	1
Kentucky	22E	2023-01-22	1
Louisiana	22E	2023-01-22	8
Maryland	22E	2023-01-22	22
Massachusetts	22E	2023-01-22	18
Michigan	22E	2023-01-22	28
Minnesota	22E	2023-01-22	25
Missouri	22E	2023-01-22	6
Montana	22E	2023-01-22	1
Nebraska	22E	2023-01-22	2
Nevada	22E	2023-01-22	1
New Hampshire	22E	2023-01-22	2
New Jersey	22E	2023-01-22	17
New Mexico	22E	2023-01-22	5
New York	22E	2023-01-22	27
North Carolina	22E	2023-01-22	32
North Dakota	22E	2023-01-22	1
Ohio	22E	2023-01-22	2
Oklahoma	22E	2023-01-22	3
Oregon	22E	2023-01-22	3
Pennsylvania	22E	2023-01-22	11
Puerto Rico	22E	2023-01-22	11
Rhode Island	22E	2023-01-22	3
South Carolina	22E	2023-01-22	9
South Dakota	22E	2023-01-22	1
Tennessee	22E	2023-01-22	7
Texas	22E	2023-01-22	57
Utah	22E	2023-01-22	9
Vermont	22E	2023-01-22	6
Virginia	22E	2023-01-22	26
Washington	22E	2023-01-22	21
Washington DC	22E	2023-01-22	1
Wisconsin	22E	2023-01-22	8
Alabama	22E	2023-01-23	1
Alaska	22E	2023-01-23	2
Arizona	22E	2023-01-23	14
Arkansas	22E	2023-01-23	18
California	22E	2023-01-23	227
Colorado	22E	2023-01-23	25
Connecticut	22E	2023-01-23	6
Delaware	22E	2023-01-23	6
Florida	22E	2023-01-23	41
Georgia	22E	2023-01-23	12
Hawaii	22E	2023-01-23	10
Idaho	22E	2023-01-23	2
Illinois	22E	2023-01-23	61
Indiana	22E	2023-01-23	18
Iowa	22E	2023-01-23	7
Kansas	22E	2023-01-23	6
Kentucky	22E	2023-01-23	7
Louisiana	22E	2023-01-23	17
Maine	22E	2023-01-23	4
Maryland	22E	2023-01-23	15
Massachusetts	22E	2023-01-23	10
Michigan	22E	2023-01-23	58
Minnesota	22E	2023-01-23	19
Mississippi	22E	2023-01-23	5
Missouri	22E	2023-01-23	11
Montana	22E	2023-01-23	1
Nebraska	22E	2023-01-23	5
Nevada	22E	2023-01-23	9
New Jersey	22E	2023-01-23	16
New Mexico	22E	2023-01-23	18
New York	22E	2023-01-23	42
North Carolina	22E	2023-01-23	64
North Dakota	22E	2023-01-23	5
Ohio	22E	2023-01-23	10
Oklahoma	22E	2023-01-23	8
Oregon	22E	2023-01-23	11
Pennsylvania	22E	2023-01-23	32
Puerto Rico	22E	2023-01-23	7
Rhode Island	22E	2023-01-23	4
South Carolina	22E	2023-01-23	18
South Dakota	22E	2023-01-23	1
Tennessee	22E	2023-01-23	28
Texas	22E	2023-01-23	102
USA	22E	2023-01-23	1
Utah	22E	2023-01-23	14
Vermont	22E	2023-01-23	2
Virginia	22E	2023-01-23	41
Washington	22E	2023-01-23	63
Washington DC	22E	2023-01-23	1
West Virginia	22E	2023-01-23	5
Wisconsin	22E	2023-01-23	20
Alabama	22E	2023-01-24	1
Alaska	22E	2023-01-24	8
Arizona	22E	2023-01-24	8
Arkansas	22E	2023-01-24	6
California	22E	2023-01-24	224
Colorado	22E	2023-01-24	25
Connecticut	22E	2023-01-24	2
Delaware	22E	2023-01-24	1
Florida	22E	2023-01-24	35
Georgia	22E	2023-01-24	20
Hawaii	22E	2023-01-24	19
Idaho	22E	2023-01-24	1
Illinois	22E	2023-01-24	52
Indiana	22E	2023-01-24	9
Iowa	22E	2023-01-24	6
Kansas	22E	2023-01-24	5
