location	variant	date	sequences
Canada	XBB.1.16	2023-09-18	32
China	XBB.1.16	2023-09-18	3
France	XBB.1.16	2023-09-18	73
Germany	XBB.1.16	2023-09-18	8
Israel	XBB.1.16	2023-09-18	1
Japan	XBB.1.16	2023-09-18	11
Mexico	XBB.1.16	2023-09-18	1
South Korea	XBB.1.16	2023-09-18	23
Spain	XBB.1.16	2023-09-18	6
USA	XBB.1.16	2023-09-18	111
United Kingdom	XBB.1.16	2023-09-18	37
Australia	XBB.1.16	2023-09-19	4
Canada	XBB.1.16	2023-09-19	33
China	XBB.1.16	2023-09-19	4
France	XBB.1.16	2023-09-19	2
Germany	XBB.1.16	2023-09-19	2
Israel	XBB.1.16	2023-09-19	1
Japan	XBB.1.16	2023-09-19	23
Mexico	XBB.1.16	2023-09-19	1
South Korea	XBB.1.16	2023-09-19	25
Spain	XBB.1.16	2023-09-19	8
USA	XBB.1.16	2023-09-19	94
United Kingdom	XBB.1.16	2023-09-19	23
Australia	XBB.1.16	2023-09-20	7
Canada	XBB.1.16	2023-09-20	23
China	XBB.1.16	2023-09-20	3
France	XBB.1.16	2023-09-20	2
Germany	XBB.1.16	2023-09-20	2
Japan	XBB.1.16	2023-09-20	17
Mexico	XBB.1.16	2023-09-20	2
South Korea	XBB.1.16	2023-09-20	9
Spain	XBB.1.16	2023-09-20	1
USA	XBB.1.16	2023-09-20	82
United Kingdom	XBB.1.16	2023-09-20	30
Australia	XBB.1.16	2023-09-21	6
Canada	XBB.1.16	2023-09-21	16
France	XBB.1.16	2023-09-21	2
Germany	XBB.1.16	2023-09-21	2
Israel	XBB.1.16	2023-09-21	1
Japan	XBB.1.16	2023-09-21	12
South Korea	XBB.1.16	2023-09-21	5
Spain	XBB.1.16	2023-09-21	4
USA	XBB.1.16	2023-09-21	66
United Kingdom	XBB.1.16	2023-09-21	28
Australia	XBB.1.16	2023-09-22	6
Canada	XBB.1.16	2023-09-22	25
China	XBB.1.16	2023-09-22	3
France	XBB.1.16	2023-09-22	3
Israel	XBB.1.16	2023-09-22	1
Japan	XBB.1.16	2023-09-22	14
South Korea	XBB.1.16	2023-09-22	1
Spain	XBB.1.16	2023-09-22	5
USA	XBB.1.16	2023-09-22	51
United Kingdom	XBB.1.16	2023-09-22	41
Australia	XBB.1.16	2023-09-23	2
Canada	XBB.1.16	2023-09-23	23
China	XBB.1.16	2023-09-23	1
France	XBB.1.16	2023-09-23	3
Germany	XBB.1.16	2023-09-23	1
Israel	XBB.1.16	2023-09-23	2
Spain	XBB.1.16	2023-09-23	2
USA	XBB.1.16	2023-09-23	44
United Kingdom	XBB.1.16	2023-09-23	27
Australia	XBB.1.16	2023-09-24	1
Canada	XBB.1.16	2023-09-24	23
France	XBB.1.16	2023-09-24	5
Israel	XBB.1.16	2023-09-24	2
Japan	XBB.1.16	2023-09-24	3
Mexico	XBB.1.16	2023-09-24	1
Spain	XBB.1.16	2023-09-24	6
USA	XBB.1.16	2023-09-24	40
United Kingdom	XBB.1.16	2023-09-24	24
Australia	XBB.1.16	2023-09-25	8
Canada	XBB.1.16	2023-09-25	35
China	XBB.1.16	2023-09-25	4
France	XBB.1.16	2023-09-25	59
Germany	XBB.1.16	2023-09-25	4
Japan	XBB.1.16	2023-09-25	9
Mexico	XBB.1.16	2023-09-25	1
South Korea	XBB.1.16	2023-09-25	8
Spain	XBB.1.16	2023-09-25	3
USA	XBB.1.16	2023-09-25	77
United Kingdom	XBB.1.16	2023-09-25	49
Australia	XBB.1.16	2023-09-26	5
Canada	XBB.1.16	2023-09-26	28
China	XBB.1.16	2023-09-26	2
Germany	XBB.1.16	2023-09-26	2
Japan	XBB.1.16	2023-09-26	8
Mexico	XBB.1.16	2023-09-26	1
South Korea	XBB.1.16	2023-09-26	2
Spain	XBB.1.16	2023-09-26	3
USA	XBB.1.16	2023-09-26	78
United Kingdom	XBB.1.16	2023-09-26	48
Australia	XBB.1.16	2023-09-27	5
Canada	XBB.1.16	2023-09-27	19
Germany	XBB.1.16	2023-09-27	2
Israel	XBB.1.16	2023-09-27	6
Japan	XBB.1.16	2023-09-27	10
Mexico	XBB.1.16	2023-09-27	1
Spain	XBB.1.16	2023-09-27	3
USA	XBB.1.16	2023-09-27	58
United Kingdom	XBB.1.16	2023-09-27	33
Australia	XBB.1.16	2023-09-28	2
Canada	XBB.1.16	2023-09-28	25
France	XBB.1.16	2023-09-28	2
Germany	XBB.1.16	2023-09-28	2
Israel	XBB.1.16	2023-09-28	2
Japan	XBB.1.16	2023-09-28	8
Mexico	XBB.1.16	2023-09-28	1
Spain	XBB.1.16	2023-09-28	1
USA	XBB.1.16	2023-09-28	50
United Kingdom	XBB.1.16	2023-09-28	26
Australia	XBB.1.16	2023-09-29	1
Canada	XBB.1.16	2023-09-29	16
France	XBB.1.16	2023-09-29	1
Germany	XBB.1.16	2023-09-29	1
Israel	XBB.1.16	2023-09-29	1
Japan	XBB.1.16	2023-09-29	9
Spain	XBB.1.16	2023-09-29	4
USA	XBB.1.16	2023-09-29	39
United Kingdom	XBB.1.16	2023-09-29	39
Canada	XBB.1.16	2023-09-30	18
Chile	XBB.1.16	2023-09-30	1
Japan	XBB.1.16	2023-09-30	7
Mexico	XBB.1.16	2023-09-30	2
South Korea	XBB.1.16	2023-09-30	1
Spain	XBB.1.16	2023-09-30	2
USA	XBB.1.16	2023-09-30	55
United Kingdom	XBB.1.16	2023-09-30	35
Australia	XBB.1.16	2023-10-01	5
Canada	XBB.1.16	2023-10-01	12
China	XBB.1.16	2023-10-01	2
France	XBB.1.16	2023-10-01	2
Germany	XBB.1.16	2023-10-01	1
Israel	XBB.1.16	2023-10-01	1
Japan	XBB.1.16	2023-10-01	4
South Korea	XBB.1.16	2023-10-01	2
USA	XBB.1.16	2023-10-01	39
United Kingdom	XBB.1.16	2023-10-01	22
Australia	XBB.1.16	2023-10-02	3
Canada	XBB.1.16	2023-10-02	25
China	XBB.1.16	2023-10-02	1
France	XBB.1.16	2023-10-02	54
Germany	XBB.1.16	2023-10-02	5
Israel	XBB.1.16	2023-10-02	1
Japan	XBB.1.16	2023-10-02	11
South Korea	XBB.1.16	2023-10-02	4
Spain	XBB.1.16	2023-10-02	2
USA	XBB.1.16	2023-10-02	85
United Kingdom	XBB.1.16	2023-10-02	42
Australia	XBB.1.16	2023-10-03	1
Canada	XBB.1.16	2023-10-03	24
China	XBB.1.16	2023-10-03	2
France	XBB.1.16	2023-10-03	6
Israel	XBB.1.16	2023-10-03	1
Japan	XBB.1.16	2023-10-03	5
Mexico	XBB.1.16	2023-10-03	1
South Korea	XBB.1.16	2023-10-03	3
Spain	XBB.1.16	2023-10-03	5
USA	XBB.1.16	2023-10-03	49
United Kingdom	XBB.1.16	2023-10-03	55
Australia	XBB.1.16	2023-10-04	1
Brazil	XBB.1.16	2023-10-04	1
Canada	XBB.1.16	2023-10-04	15
France	XBB.1.16	2023-10-04	2
Germany	XBB.1.16	2023-10-04	3
Israel	XBB.1.16	2023-10-04	2
Japan	XBB.1.16	2023-10-04	11
South Korea	XBB.1.16	2023-10-04	8
Spain	XBB.1.16	2023-10-04	3
USA	XBB.1.16	2023-10-04	40
United Kingdom	XBB.1.16	2023-10-04	33
Australia	XBB.1.16	2023-10-05	2
Brazil	XBB.1.16	2023-10-05	1
Canada	XBB.1.16	2023-10-05	14
Germany	XBB.1.16	2023-10-05	2
Israel	XBB.1.16	2023-10-05	2
Japan	XBB.1.16	2023-10-05	6
Mexico	XBB.1.16	2023-10-05	1
South Korea	XBB.1.16	2023-10-05	2
USA	XBB.1.16	2023-10-05	55
United Kingdom	XBB.1.16	2023-10-05	32
Australia	XBB.1.16	2023-10-06	3
Canada	XBB.1.16	2023-10-06	17
China	XBB.1.16	2023-10-06	4
France	XBB.1.16	2023-10-06	3
Germany	XBB.1.16	2023-10-06	1
Japan	XBB.1.16	2023-10-06	5
South Korea	XBB.1.16	2023-10-06	1
Spain	XBB.1.16	2023-10-06	1
USA	XBB.1.16	2023-10-06	29
United Kingdom	XBB.1.16	2023-10-06	36
Australia	XBB.1.16	2023-10-07	3
Canada	XBB.1.16	2023-10-07	15
China	XBB.1.16	2023-10-07	1
France	XBB.1.16	2023-10-07	3
Israel	XBB.1.16	2023-10-07	1
Japan	XBB.1.16	2023-10-07	2
Spain	XBB.1.16	2023-10-07	3
USA	XBB.1.16	2023-10-07	21
United Kingdom	XBB.1.16	2023-10-07	25
Canada	XBB.1.16	2023-10-08	8
China	XBB.1.16	2023-10-08	6
France	XBB.1.16	2023-10-08	3
Germany	XBB.1.16	2023-10-08	3
Israel	XBB.1.16	2023-10-08	2
South Korea	XBB.1.16	2023-10-08	1
Spain	XBB.1.16	2023-10-08	4
USA	XBB.1.16	2023-10-08	20
United Kingdom	XBB.1.16	2023-10-08	29
Australia	XBB.1.16	2023-10-09	7
Canada	XBB.1.16	2023-10-09	5
China	XBB.1.16	2023-10-09	4
France	XBB.1.16	2023-10-09	33
Germany	XBB.1.16	2023-10-09	5
Israel	XBB.1.16	2023-10-09	3
Japan	XBB.1.16	2023-10-09	3
Mexico	XBB.1.16	2023-10-09	1
South Korea	XBB.1.16	2023-10-09	1
Spain	XBB.1.16	2023-10-09	4
USA	XBB.1.16	2023-10-09	34
United Kingdom	XBB.1.16	2023-10-09	45
Australia	XBB.1.16	2023-10-10	6
Canada	XBB.1.16	2023-10-10	13
China	XBB.1.16	2023-10-10	1
France	XBB.1.16	2023-10-10	7
Germany	XBB.1.16	2023-10-10	2
Japan	XBB.1.16	2023-10-10	7
Mexico	XBB.1.16	2023-10-10	3
South Korea	XBB.1.16	2023-10-10	8
Spain	XBB.1.16	2023-10-10	3
USA	XBB.1.16	2023-10-10	42
United Kingdom	XBB.1.16	2023-10-10	41
Australia	XBB.1.16	2023-10-11	1
Canada	XBB.1.16	2023-10-11	6
France	XBB.1.16	2023-10-11	2
Germany	XBB.1.16	2023-10-11	6
Israel	XBB.1.16	2023-10-11	2
Japan	XBB.1.16	2023-10-11	1
South Korea	XBB.1.16	2023-10-11	1
Spain	XBB.1.16	2023-10-11	5
USA	XBB.1.16	2023-10-11	45
United Kingdom	XBB.1.16	2023-10-11	37
Australia	XBB.1.16	2023-10-12	5
Canada	XBB.1.16	2023-10-12	10
China	XBB.1.16	2023-10-12	1
France	XBB.1.16	2023-10-12	1
Germany	XBB.1.16	2023-10-12	3
Israel	XBB.1.16	2023-10-12	1
Japan	XBB.1.16	2023-10-12	1
South Korea	XBB.1.16	2023-10-12	1
Spain	XBB.1.16	2023-10-12	2
USA	XBB.1.16	2023-10-12	24
United Kingdom	XBB.1.16	2023-10-12	21
Canada	XBB.1.16	2023-10-13	13
China	XBB.1.16	2023-10-13	2
France	XBB.1.16	2023-10-13	2
Germany	XBB.1.16	2023-10-13	2
Israel	XBB.1.16	2023-10-13	1
Japan	XBB.1.16	2023-10-13	5
Spain	XBB.1.16	2023-10-13	4
USA	XBB.1.16	2023-10-13	25
United Kingdom	XBB.1.16	2023-10-13	29
Australia	XBB.1.16	2023-10-14	3
Canada	XBB.1.16	2023-10-14	6
France	XBB.1.16	2023-10-14	2
Spain	XBB.1.16	2023-10-14	2
USA	XBB.1.16	2023-10-14	25
United Kingdom	XBB.1.16	2023-10-14	19
Australia	XBB.1.16	2023-10-15	1
Canada	XBB.1.16	2023-10-15	8
China	XBB.1.16	2023-10-15	2
France	XBB.1.16	2023-10-15	1
Mexico	XBB.1.16	2023-10-15	1
South Korea	XBB.1.16	2023-10-15	1
Spain	XBB.1.16	2023-10-15	1
USA	XBB.1.16	2023-10-15	16
United Kingdom	XBB.1.16	2023-10-15	17
Australia	XBB.1.16	2023-10-16	5
Canada	XBB.1.16	2023-10-16	23
China	XBB.1.16	2023-10-16	2
France	XBB.1.16	2023-10-16	17
Germany	XBB.1.16	2023-10-16	8
Japan	XBB.1.16	2023-10-16	5
South Korea	XBB.1.16	2023-10-16	5
Spain	XBB.1.16	2023-10-16	4
USA	XBB.1.16	2023-10-16	34
United Kingdom	XBB.1.16	2023-10-16	24
Australia	XBB.1.16	2023-10-17	2
Canada	XBB.1.16	2023-10-17	10
France	XBB.1.16	2023-10-17	4
Germany	XBB.1.16	2023-10-17	3
Japan	XBB.1.16	2023-10-17	4
South Korea	XBB.1.16	2023-10-17	2
Spain	XBB.1.16	2023-10-17	1
USA	XBB.1.16	2023-10-17	31
United Kingdom	XBB.1.16	2023-10-17	36
Canada	XBB.1.16	2023-10-18	7
France	XBB.1.16	2023-10-18	2
Germany	XBB.1.16	2023-10-18	1
Japan	XBB.1.16	2023-10-18	2
South Korea	XBB.1.16	2023-10-18	1
Spain	XBB.1.16	2023-10-18	4
USA	XBB.1.16	2023-10-18	33
United Kingdom	XBB.1.16	2023-10-18	21
Australia	XBB.1.16	2023-10-19	1
Brazil	XBB.1.16	2023-10-19	1
Canada	XBB.1.16	2023-10-19	7
France	XBB.1.16	2023-10-19	1
Germany	XBB.1.16	2023-10-19	3
Japan	XBB.1.16	2023-10-19	3
South Korea	XBB.1.16	2023-10-19	2
Spain	XBB.1.16	2023-10-19	1
USA	XBB.1.16	2023-10-19	22
United Kingdom	XBB.1.16	2023-10-19	17
Australia	XBB.1.16	2023-10-20	1
Canada	XBB.1.16	2023-10-20	8
France	XBB.1.16	2023-10-20	1
Germany	XBB.1.16	2023-10-20	6
Japan	XBB.1.16	2023-10-20	2
Spain	XBB.1.16	2023-10-20	1
USA	XBB.1.16	2023-10-20	28
United Kingdom	XBB.1.16	2023-10-20	24
Australia	XBB.1.16	2023-10-21	1
Canada	XBB.1.16	2023-10-21	5
China	XBB.1.16	2023-10-21	1
Japan	XBB.1.16	2023-10-21	1
South Korea	XBB.1.16	2023-10-21	1
Spain	XBB.1.16	2023-10-21	1
USA	XBB.1.16	2023-10-21	19
United Kingdom	XBB.1.16	2023-10-21	15
Australia	XBB.1.16	2023-10-22	4
Brazil	XBB.1.16	2023-10-22	1
Canada	XBB.1.16	2023-10-22	3
France	XBB.1.16	2023-10-22	1
USA	XBB.1.16	2023-10-22	13
United Kingdom	XBB.1.16	2023-10-22	13
Canada	XBB.1.16	2023-10-23	13
France	XBB.1.16	2023-10-23	31
Germany	XBB.1.16	2023-10-23	5
Japan	XBB.1.16	2023-10-23	2
South Korea	XBB.1.16	2023-10-23	18
Spain	XBB.1.16	2023-10-23	1
USA	XBB.1.16	2023-10-23	35
United Kingdom	XBB.1.16	2023-10-23	20
Brazil	XBB.1.16	2023-10-24	1
Canada	XBB.1.16	2023-10-24	4
Germany	XBB.1.16	2023-10-24	3
South Korea	XBB.1.16	2023-10-24	4
Spain	XBB.1.16	2023-10-24	3
USA	XBB.1.16	2023-10-24	24
United Kingdom	XBB.1.16	2023-10-24	28
Australia	XBB.1.16	2023-10-25	2
Canada	XBB.1.16	2023-10-25	9
China	XBB.1.16	2023-10-25	1
Germany	XBB.1.16	2023-10-25	3
Israel	XBB.1.16	2023-10-25	1
South Korea	XBB.1.16	2023-10-25	2
Spain	XBB.1.16	2023-10-25	3
USA	XBB.1.16	2023-10-25	37
United Kingdom	XBB.1.16	2023-10-25	21
Australia	XBB.1.16	2023-10-26	2
Canada	XBB.1.16	2023-10-26	5
China	XBB.1.16	2023-10-26	1
Germany	XBB.1.16	2023-10-26	2
Japan	XBB.1.16	2023-10-26	3
Spain	XBB.1.16	2023-10-26	2
USA	XBB.1.16	2023-10-26	12
United Kingdom	XBB.1.16	2023-10-26	29
Australia	XBB.1.16	2023-10-27	2
Canada	XBB.1.16	2023-10-27	2
Japan	XBB.1.16	2023-10-27	1
South Korea	XBB.1.16	2023-10-27	1
Spain	XBB.1.16	2023-10-27	2
USA	XBB.1.16	2023-10-27	30
United Kingdom	XBB.1.16	2023-10-27	17
Australia	XBB.1.16	2023-10-28	1
Canada	XBB.1.16	2023-10-28	6
USA	XBB.1.16	2023-10-28	18
United Kingdom	XBB.1.16	2023-10-28	5
Australia	XBB.1.16	2023-10-29	1
Canada	XBB.1.16	2023-10-29	4
China	XBB.1.16	2023-10-29	1
France	XBB.1.16	2023-10-29	1
Germany	XBB.1.16	2023-10-29	5
Spain	XBB.1.16	2023-10-29	3
USA	XBB.1.16	2023-10-29	12
United Kingdom	XBB.1.16	2023-10-29	7
Australia	XBB.1.16	2023-10-30	4
Canada	XBB.1.16	2023-10-30	9
China	XBB.1.16	2023-10-30	3
France	XBB.1.16	2023-10-30	18
Germany	XBB.1.16	2023-10-30	5
Japan	XBB.1.16	2023-10-30	3
Mexico	XBB.1.16	2023-10-30	1
South Korea	XBB.1.16	2023-10-30	3
Spain	XBB.1.16	2023-10-30	1
USA	XBB.1.16	2023-10-30	25
United Kingdom	XBB.1.16	2023-10-30	24
Australia	XBB.1.16	2023-10-31	3
Canada	XBB.1.16	2023-10-31	8
France	XBB.1.16	2023-10-31	2
Germany	XBB.1.16	2023-10-31	9
South Korea	XBB.1.16	2023-10-31	3
Spain	XBB.1.16	2023-10-31	2
USA	XBB.1.16	2023-10-31	23
United Kingdom	XBB.1.16	2023-10-31	12
Australia	XBB.1.16	2023-11-01	1
Canada	XBB.1.16	2023-11-01	10
China	XBB.1.16	2023-11-01	1
Germany	XBB.1.16	2023-11-01	1
Mexico	XBB.1.16	2023-11-01	1
South Korea	XBB.1.16	2023-11-01	1
Spain	XBB.1.16	2023-11-01	1
USA	XBB.1.16	2023-11-01	20
United Kingdom	XBB.1.16	2023-11-01	7
Australia	XBB.1.16	2023-11-02	1
Canada	XBB.1.16	2023-11-02	8
France	XBB.1.16	2023-11-02	1
Germany	XBB.1.16	2023-11-02	2
Japan	XBB.1.16	2023-11-02	3
Spain	XBB.1.16	2023-11-02	3
USA	XBB.1.16	2023-11-02	16
United Kingdom	XBB.1.16	2023-11-02	9
Australia	XBB.1.16	2023-11-03	1
Canada	XBB.1.16	2023-11-03	5
Chile	XBB.1.16	2023-11-03	1
France	XBB.1.16	2023-11-03	1
Germany	XBB.1.16	2023-11-03	2
South Korea	XBB.1.16	2023-11-03	1
USA	XBB.1.16	2023-11-03	17
United Kingdom	XBB.1.16	2023-11-03	6
Canada	XBB.1.16	2023-11-04	4
Israel	XBB.1.16	2023-11-04	2
Japan	XBB.1.16	2023-11-04	1
Spain	XBB.1.16	2023-11-04	1
USA	XBB.1.16	2023-11-04	22
United Kingdom	XBB.1.16	2023-11-04	5
Canada	XBB.1.16	2023-11-05	1
Germany	XBB.1.16	2023-11-05	3
South Korea	XBB.1.16	2023-11-05	2
Spain	XBB.1.16	2023-11-05	2
USA	XBB.1.16	2023-11-05	15
United Kingdom	XBB.1.16	2023-11-05	14
Australia	XBB.1.16	2023-11-06	2
Brazil	XBB.1.16	2023-11-06	1
Canada	XBB.1.16	2023-11-06	8
France	XBB.1.16	2023-11-06	9
Germany	XBB.1.16	2023-11-06	5
Japan	XBB.1.16	2023-11-06	2
South Korea	XBB.1.16	2023-11-06	1
Spain	XBB.1.16	2023-11-06	1
USA	XBB.1.16	2023-11-06	33
United Kingdom	XBB.1.16	2023-11-06	10
Australia	XBB.1.16	2023-11-07	1
Canada	XBB.1.16	2023-11-07	8
Germany	XBB.1.16	2023-11-07	1
Spain	XBB.1.16	2023-11-07	2
USA	XBB.1.16	2023-11-07	25
United Kingdom	XBB.1.16	2023-11-07	12
Canada	XBB.1.16	2023-11-08	4
Germany	XBB.1.16	2023-11-08	4
Mexico	XBB.1.16	2023-11-08	1
South Korea	XBB.1.16	2023-11-08	2
Spain	XBB.1.16	2023-11-08	1
USA	XBB.1.16	2023-11-08	22
United Kingdom	XBB.1.16	2023-11-08	14
Australia	XBB.1.16	2023-11-09	2
Canada	XBB.1.16	2023-11-09	6
China	XBB.1.16	2023-11-09	1
Japan	XBB.1.16	2023-11-09	3
Spain	XBB.1.16	2023-11-09	1
USA	XBB.1.16	2023-11-09	25
United Kingdom	XBB.1.16	2023-11-09	9
Australia	XBB.1.16	2023-11-10	1
Canada	XBB.1.16	2023-11-10	6
China	XBB.1.16	2023-11-10	1
France	XBB.1.16	2023-11-10	2
USA	XBB.1.16	2023-11-10	19
United Kingdom	XBB.1.16	2023-11-10	9
Australia	XBB.1.16	2023-11-11	1
Canada	XBB.1.16	2023-11-11	3
Spain	XBB.1.16	2023-11-11	3
USA	XBB.1.16	2023-11-11	16
United Kingdom	XBB.1.16	2023-11-11	6
Canada	XBB.1.16	2023-11-12	3
China	XBB.1.16	2023-11-12	1
France	XBB.1.16	2023-11-12	2
Germany	XBB.1.16	2023-11-12	1
USA	XBB.1.16	2023-11-12	8
United Kingdom	XBB.1.16	2023-11-12	6
Australia	XBB.1.16	2023-11-13	2
Canada	XBB.1.16	2023-11-13	4
China	XBB.1.16	2023-11-13	1
France	XBB.1.16	2023-11-13	13
Germany	XBB.1.16	2023-11-13	1
Japan	XBB.1.16	2023-11-13	3
South Korea	XBB.1.16	2023-11-13	2
Spain	XBB.1.16	2023-11-13	1
USA	XBB.1.16	2023-11-13	27
United Kingdom	XBB.1.16	2023-11-13	10
Australia	XBB.1.16	2023-11-14	1
Canada	XBB.1.16	2023-11-14	1
Germany	XBB.1.16	2023-11-14	2
South Korea	XBB.1.16	2023-11-14	1
USA	XBB.1.16	2023-11-14	26
United Kingdom	XBB.1.16	2023-11-14	8
Canada	XBB.1.16	2023-11-15	1
China	XBB.1.16	2023-11-15	1
France	XBB.1.16	2023-11-15	2
Germany	XBB.1.16	2023-11-15	1
South Korea	XBB.1.16	2023-11-15	2
USA	XBB.1.16	2023-11-15	14
United Kingdom	XBB.1.16	2023-11-15	6
Australia	XBB.1.16	2023-11-16	2
Canada	XBB.1.16	2023-11-16	5
China	XBB.1.16	2023-11-16	1
France	XBB.1.16	2023-11-16	1
South Korea	XBB.1.16	2023-11-16	1
USA	XBB.1.16	2023-11-16	17
United Kingdom	XBB.1.16	2023-11-16	14
Australia	XBB.1.16	2023-11-17	1
Canada	XBB.1.16	2023-11-17	1
China	XBB.1.16	2023-11-17	2
France	XBB.1.16	2023-11-17	1
Japan	XBB.1.16	2023-11-17	1
USA	XBB.1.16	2023-11-17	13
United Kingdom	XBB.1.16	2023-11-17	5
Australia	XBB.1.16	2023-11-18	1
Canada	XBB.1.16	2023-11-18	4
China	XBB.1.16	2023-11-18	2
France	XBB.1.16	2023-11-18	2
Germany	XBB.1.16	2023-11-18	1
USA	XBB.1.16	2023-11-18	13
United Kingdom	XBB.1.16	2023-11-18	6
Canada	XBB.1.16	2023-11-19	3
France	XBB.1.16	2023-11-19	1
USA	XBB.1.16	2023-11-19	15
United Kingdom	XBB.1.16	2023-11-19	2
Australia	XBB.1.16	2023-11-20	1
Canada	XBB.1.16	2023-11-20	6
France	XBB.1.16	2023-11-20	8
Germany	XBB.1.16	2023-11-20	3
Japan	XBB.1.16	2023-11-20	3
Spain	XBB.1.16	2023-11-20	1
USA	XBB.1.16	2023-11-20	14
United Kingdom	XBB.1.16	2023-11-20	7
Australia	XBB.1.16	2023-11-21	1
USA	XBB.1.16	2023-11-21	25
United Kingdom	XBB.1.16	2023-11-21	6
Canada	XBB.1.16	2023-11-22	3
France	XBB.1.16	2023-11-22	1
Germany	XBB.1.16	2023-11-22	1
Israel	XBB.1.16	2023-11-22	1
Japan	XBB.1.16	2023-11-22	1
Mexico	XBB.1.16	2023-11-22	1
Spain	XBB.1.16	2023-11-22	1
USA	XBB.1.16	2023-11-22	15
United Kingdom	XBB.1.16	2023-11-22	5
Australia	XBB.1.16	2023-11-23	1
Canada	XBB.1.16	2023-11-23	4
Japan	XBB.1.16	2023-11-23	1
USA	XBB.1.16	2023-11-23	7
United Kingdom	XBB.1.16	2023-11-23	3
Canada	XBB.1.16	2023-11-24	2
China	XBB.1.16	2023-11-24	1
Japan	XBB.1.16	2023-11-24	1
USA	XBB.1.16	2023-11-24	11
United Kingdom	XBB.1.16	2023-11-24	7
China	XBB.1.16	2023-11-25	1
Mexico	XBB.1.16	2023-11-25	1
USA	XBB.1.16	2023-11-25	8
United Kingdom	XBB.1.16	2023-11-25	2
Australia	XBB.1.16	2023-11-26	1
Canada	XBB.1.16	2023-11-26	1
USA	XBB.1.16	2023-11-26	13
United Kingdom	XBB.1.16	2023-11-26	2
Australia	XBB.1.16	2023-11-27	1
Canada	XBB.1.16	2023-11-27	1
France	XBB.1.16	2023-11-27	7
Germany	XBB.1.16	2023-11-27	1
Israel	XBB.1.16	2023-11-27	3
Japan	XBB.1.16	2023-11-27	1
Mexico	XBB.1.16	2023-11-27	3
Spain	XBB.1.16	2023-11-27	1
USA	XBB.1.16	2023-11-27	26
United Kingdom	XBB.1.16	2023-11-27	4
Australia	XBB.1.16	2023-11-28	1
Canada	XBB.1.16	2023-11-28	5
Germany	XBB.1.16	2023-11-28	2
USA	XBB.1.16	2023-11-28	15
United Kingdom	XBB.1.16	2023-11-28	4
Canada	XBB.1.16	2023-11-29	1
China	XBB.1.16	2023-11-29	1
Germany	XBB.1.16	2023-11-29	2
Israel	XBB.1.16	2023-11-29	1
Japan	XBB.1.16	2023-11-29	1
Mexico	XBB.1.16	2023-11-29	1
Spain	XBB.1.16	2023-11-29	1
USA	XBB.1.16	2023-11-29	15
United Kingdom	XBB.1.16	2023-11-29	3
Australia	XBB.1.16	2023-11-30	1
Canada	XBB.1.16	2023-11-30	3
France	XBB.1.16	2023-11-30	1
Japan	XBB.1.16	2023-11-30	1
USA	XBB.1.16	2023-11-30	20
United Kingdom	XBB.1.16	2023-11-30	6
Canada	XBB.1.16	2023-12-01	1
USA	XBB.1.16	2023-12-01	22
United Kingdom	XBB.1.16	2023-12-01	1
Canada	XBB.1.16	2023-12-02	1
Japan	XBB.1.16	2023-12-02	1
Mexico	XBB.1.16	2023-12-02	1
USA	XBB.1.16	2023-12-02	12
United Kingdom	XBB.1.16	2023-12-02	2
Canada	XBB.1.16	2023-12-03	1
China	XBB.1.16	2023-12-03	1
France	XBB.1.16	2023-12-03	1
Israel	XBB.1.16	2023-12-03	1
USA	XBB.1.16	2023-12-03	4
United Kingdom	XBB.1.16	2023-12-03	6
Canada	XBB.1.16	2023-12-04	4
France	XBB.1.16	2023-12-04	10
Germany	XBB.1.16	2023-12-04	1
South Korea	XBB.1.16	2023-12-04	2
USA	XBB.1.16	2023-12-04	16
United Kingdom	XBB.1.16	2023-12-04	2
Japan	XBB.1.16	2023-12-05	1
Mexico	XBB.1.16	2023-12-05	1
USA	XBB.1.16	2023-12-05	15
United Kingdom	XBB.1.16	2023-12-05	7
Australia	XBB.1.16	2023-12-06	1
Canada	XBB.1.16	2023-12-06	2
USA	XBB.1.16	2023-12-06	18
United Kingdom	XBB.1.16	2023-12-06	6
Germany	XBB.1.16	2023-12-07	1
Japan	XBB.1.16	2023-12-07	2
USA	XBB.1.16	2023-12-07	12
United Kingdom	XBB.1.16	2023-12-07	6
Canada	XBB.1.16	2023-12-08	3
France	XBB.1.16	2023-12-08	1
USA	XBB.1.16	2023-12-08	14
Canada	XBB.1.16	2023-12-09	1
USA	XBB.1.16	2023-12-09	10
United Kingdom	XBB.1.16	2023-12-09	2
Canada	XBB.1.16	2023-12-10	2
USA	XBB.1.16	2023-12-10	3
United Kingdom	XBB.1.16	2023-12-10	4
Canada	XBB.1.16	2023-12-11	3
France	XBB.1.16	2023-12-11	2
Germany	XBB.1.16	2023-12-11	2
USA	XBB.1.16	2023-12-11	17
United Kingdom	XBB.1.16	2023-12-11	5
Canada	XBB.1.16	2023-12-12	6
Germany	XBB.1.16	2023-12-12	1
USA	XBB.1.16	2023-12-12	17
United Kingdom	XBB.1.16	2023-12-12	1
USA	XBB.1.16	2023-12-13	16
France	XBB.1.16	2023-12-14	1
Spain	XBB.1.16	2023-12-14	1
USA	XBB.1.16	2023-12-14	12
United Kingdom	XBB.1.16	2023-12-14	1
USA	XBB.1.16	2023-12-15	6
